,Name,Type,ID,Divrat,Y,M,D,H,M.1,S,uS,Datum,Lat,Long,Zon,E.ing,N.ing,Alt,Tape,Date,Loc,Species,Spec,Note,Note1,COUNT,X,LAT,LON,BNG_y,BNG_x,SURVEYID
4114,ROON1___20140707_230703,132,NA,8,2014,7,7,23,7,3,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57777,-3.40005,743747.6903,314088.6116,Wester Essendy-1
4211,ROON1___20140707_230710,132,NA,8,2014,7,7,23,7,10,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57777,-3.40005,743747.6903,314088.6116,Wester Essendy-1
435,ROON1___20140707_230714,132,NA,8,2014,7,7,23,7,14,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.57777,-3.40005,743747.6903,314088.6116,Wester Essendy-1
445,ROON1___20140707_230724,132,NA,8,2014,7,7,23,7,24,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.57777,-3.40005,743747.6903,314088.6116,Wester Essendy-1
455,ROON1___20140707_230733,132,NA,8,2014,7,7,23,7,33,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57777,-3.40005,743747.6903,314088.6116,Wester Essendy-1
465,ROON1___20140707_230747,132,NA,8,2014,7,7,23,7,47,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57777,-3.40005,743747.6903,314088.6116,Wester Essendy-1
4713,ROON1___20140707_230751,132,NA,8,2014,7,7,23,7,51,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.57777,-3.40005,743747.6903,314088.6116,Wester Essendy-1
486,ROON1___20140707_230800,132,NA,8,2014,7,7,23,8,0,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57777,-3.40003,743747.6653,314089.8402,Wester Essendy-1
495,ROON1___20140707_230807,132,NA,8,2014,7,7,23,8,7,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.57777,-3.40003,743747.6653,314089.8402,Wester Essendy-1
505,ROON1___20140707_230819,132,NA,8,2014,7,7,23,8,19,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57777,-3.40003,743747.6653,314089.8402,Wester Essendy-1
5112,ROON1___20140707_230826,132,NA,8,2014,7,7,23,8,26,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,"soppip 1, compip 2                                                       ",NA,1,NA,56.57777,-3.40003,743747.6653,314089.8402,Wester Essendy-1
51.11,ROON1___20140707_230826,132,NA,8,2014,7,7,23,8,26,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,"soppip 1, compip 2                                                       ",NA,2,NA,56.57777,-3.40003,743747.6653,314089.8402,Wester Essendy-1
529,ROON1___20140707_230835,132,NA,8,2014,7,7,23,8,35,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57776,-3.40002,743746.5398,314090.4317,Wester Essendy-1
535,ROON1___20140707_230846,132,NA,8,2014,7,7,23,8,46,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57775,-3.39998,743745.3767,314092.8662,Wester Essendy-1
545,ROON1___20140707_230854,132,NA,8,2014,7,7,23,8,54,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.57772,-3.3998,743741.8122,314103.8553,Wester Essendy-1
555,ROON1___20140707_230916,132,NA,8,2014,7,7,23,9,16,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.57765,-3.39953,743733.683,314120.2822,Wester Essendy-1
565,ROON1___20140707_230927,132,NA,8,2014,7,7,23,9,27,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57765,-3.3995,743733.6454,314122.125,Wester Essendy-1
575,ROON1___20140707_230933,132,NA,8,2014,7,7,23,9,33,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.57763,-3.39942,743731.3192,314126.994,Wester Essendy-1
585,ROON1___20140707_230945,132,NA,8,2014,7,7,23,9,45,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,compip 3                                                                 ,NA,3,NA,56.5776,-3.39933,743727.8675,314132.4545,Wester Essendy-1
595,ROON1___20140707_231003,132,NA,8,2014,7,7,23,10,3,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57759,-3.39932,743726.742,314133.0461,Wester Essendy-1
604,ROON1___20140707_231005,132,NA,8,2014,7,7,23,10,5,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.57759,-3.39928,743726.6919,314135.5033,Wester Essendy-1
6112,ROON1___20140707_231019,132,NA,8,2014,7,7,23,10,19,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57758,-3.39923,743725.5163,314138.552,Wester Essendy-1
627,ROON1___20140707_231027,132,NA,8,2014,7,7,23,10,27,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57758,-3.39922,743725.5038,314139.1663,Wester Essendy-1
634,ROON1___20140707_231037,132,NA,8,2014,7,7,23,10,37,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57756,-3.39918,743723.2277,314141.5781,Wester Essendy-1
644,ROON1___20140707_231123,132,NA,8,2014,7,7,23,11,23,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.5775,-3.399,743716.3244,314152.4992,Wester Essendy-1
654,ROON1___20140707_231140,132,NA,8,2014,7,7,23,11,40,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57749,-3.39893,743715.1238,314156.7765,Wester Essendy-1
663,ROON1___20140707_231149,132,NA,8,2014,7,7,23,11,49,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57748,-3.39888,743713.9482,314159.8253,Wester Essendy-1
673,ROON1___20140707_231156,132,NA,8,2014,7,7,23,11,56,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57747,-3.39885,743712.7976,314161.6455,Wester Essendy-1
683,ROON1___20140707_231204,132,NA,8,2014,7,7,23,12,4,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57747,-3.39882,743712.7601,314163.4884,Wester Essendy-1
693,ROON1___20140707_231344,132,NA,8,2014,7,7,23,13,44,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57739,-3.39835,743703.2678,314192.1787,Wester Essendy-1
703,ROON1___20140707_232359,132,NA,8,2014,7,7,23,23,59,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57796,-3.40667,743777.1534,313682.3867,Wester Essendy-1
7110,ROON1___20140707_232432,132,NA,8,2014,7,7,23,24,32,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57795,-3.40668,743776.0531,313681.7496,Wester Essendy-1
724,ROON1___20140707_232609,132,NA,8,2014,7,7,23,26,9,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57822,-3.4064,743805.7509,313699.5654,Wester Essendy-1
733,ROON1___20140707_233025,132,NA,8,2014,7,7,23,30,25,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57884,-3.40647,743874.8438,313696.6798,Wester Essendy-1
742,ROON1___20140707_233030,132,NA,8,2014,7,7,23,30,30,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57884,-3.40647,743874.8438,313696.6798,Wester Essendy-1
74.11,ROON1___20140707_233030,132,NA,8,2014,7,7,23,30,30,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57884,-3.40647,743874.8438,313696.6798,Wester Essendy-1
752,ROON1___20140707_233154,132,NA,8,2014,7,7,23,31,54,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57918,-3.40642,743912.6221,313700.5267,Wester Essendy-1
7610,ROON1___20140707_233209,132,NA,8,2014,7,7,23,32,9,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57928,-3.40643,743923.7645,313700.1406,Wester Essendy-1
7710,ROON1___20140707_233416,132,NA,8,2014,7,7,23,34,16,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57976,-3.40643,743977.1875,313701.2355,Wester Essendy-1
77.11,ROON1___20140707_233416,132,NA,8,2014,7,7,23,34,16,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57976,-3.40643,743977.1875,313701.2355,Wester Essendy-1
7810,ROON1___20140707_233426,132,NA,8,2014,7,7,23,34,26,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57976,-3.40643,743977.1875,313701.2355,Wester Essendy-1
7910,ROON1___20140707_233441,132,NA,8,2014,7,7,23,34,41,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57976,-3.40643,743977.1875,313701.2355,Wester Essendy-1
8010,ROON1___20140707_233511,132,NA,8,2014,7,7,23,35,11,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57976,-3.40643,743977.1875,313701.2355,Wester Essendy-1
818,ROON1___20140707_233521,132,NA,8,2014,7,7,23,35,21,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57977,-3.40643,743978.3005,313701.2584,Wester Essendy-1
822,ROON1___20140707_233527,132,NA,8,2014,7,7,23,35,27,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57977,-3.40643,743978.3005,313701.2584,Wester Essendy-1
832,ROON1___20140707_233535,132,NA,8,2014,7,7,23,35,35,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57977,-3.40643,743978.3005,313701.2584,Wester Essendy-1
842,ROON1___20140707_233736,132,NA,8,2014,7,7,23,37,36,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58053,-3.40643,744062.8869,313702.992,Wester Essendy-1
852,ROON1___20140707_233934,132,NA,8,2014,7,7,23,39,34,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58053,-3.40622,744062.6225,313715.8911,Wester Essendy-1
862,ROON1___20140707_234302,132,NA,8,2014,7,7,23,43,2,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58035,-3.40447,744040.3874,313822.9736,Wester Essendy-1
872,ROON1___20140707_234326,132,NA,8,2014,7,7,23,43,26,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58032,-3.4042,744036.709,313839.4899,Wester Essendy-1
882,ROON1___20140707_234330,132,NA,8,2014,7,7,23,43,30,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58033,-3.4042,744037.822,313839.5126,Wester Essendy-1
892,ROON1___20140707_234554,132,NA,8,2014,7,7,23,45,54,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58025,-3.40302,744027.4356,313911.8116,Wester Essendy-1
901,ROON1___20140707_234634,132,NA,8,2014,7,7,23,46,34,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58025,-3.40298,744027.3853,313914.2686,Wester Essendy-1
918,ROON1___20140707_234650,132,NA,8,2014,7,7,23,46,50,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58027,-3.403,744029.6364,313913.0856,Wester Essendy-1
922,ROON1___20140707_235259,132,NA,8,2014,7,7,23,52,59,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58026,-3.40248,744027.8705,313945.0037,Wester Essendy-1
932,ROON2_N_20140707_225411,132,NA,8,2014,7,7,22,54,11,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.5782,-3.40928,743807.1545,313522.6071,Wester Essendy-1
942,ROON2_N_20140707_225851,132,NA,8,2014,7,7,22,58,51,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57919,-3.40957,743917.7053,313507.0563,Wester Essendy-1
952,ROON2_N_20140707_225910,132,NA,8,2014,7,7,22,59,10,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57927,-3.40948,743926.4956,313512.7676,Wester Essendy-1
962,ROON2_N_20140707_231405,132,NA,8,2014,7,7,23,14,5,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.5771,-3.40653,743681.261,313689.0248,Wester Essendy-1
972,ROON2_N_20140707_231606,132,NA,8,2014,7,7,23,16,6,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57638,-3.40642,743600.988,313694.1397,Wester Essendy-1
982,ROON2___20140707_225303,132,NA,8,2014,7,7,22,53,3,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57776,-3.40932,743758.234,313519.1442,Wester Essendy-1
992,ROON2___20140707_225727,132,NA,8,2014,7,7,22,57,27,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.57877,-3.40953,743870.9097,313508.5532,Wester Essendy-1
1001,ROON2___20140707_225903,132,NA,8,2014,7,7,22,59,3,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.57922,-3.40948,743920.9307,313512.6533,Wester Essendy-1
1018,ROON2___20140707_231150,132,NA,8,2014,7,7,23,11,50,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57762,-3.40662,743739.2492,313684.6824,Wester Essendy-1
1022,ROON2___20140707_231204,132,NA,8,2014,7,7,23,12,4,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57753,-3.40662,743729.2324,313684.4771,Wester Essendy-1
1032,ROON2___20140707_231227,132,NA,8,2014,7,7,23,12,27,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.5774,-3.40657,743714.7007,313687.252,Wester Essendy-1
1042,ROON2___20140707_231234,132,NA,8,2014,7,7,23,12,34,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.57735,-3.40653,743709.0854,313689.5951,Wester Essendy-1
1052,ROON2___20140707_231254,132,NA,8,2014,7,7,23,12,54,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57721,-3.40657,743693.5541,313686.8185,Wester Essendy-1
1062,ROON2___20140707_231345,132,NA,8,2014,7,7,23,13,45,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.5771,-3.40653,743681.261,313689.0248,Wester Essendy-1
1072,ROON2___20140707_231350,132,NA,8,2014,7,7,23,13,50,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.5771,-3.40653,743681.261,313689.0248,Wester Essendy-1
1082,ROON2___20140707_231401,132,NA,8,2014,7,7,23,14,1,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.5771,-3.40653,743681.261,313689.0248,Wester Essendy-1
1092,ROON2___20140707_231419,132,NA,8,2014,7,7,23,14,19,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57703,-3.40653,743673.4701,313688.8651,Wester Essendy-1
1102,ROON2___20140707_231433,132,NA,8,2014,7,7,23,14,33,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57697,-3.4065,743666.7545,313690.5711,Wester Essendy-1
11110,ROON2___20140707_231508,132,NA,8,2014,7,7,23,15,8,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57673,-3.40645,743639.98,313693.0951,Wester Essendy-1
1123,ROON2___20140707_231516,132,NA,8,2014,7,7,23,15,16,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.5767,-3.40643,743636.6159,313694.2553,Wester Essendy-1
1132,ROON2___20140707_231520,132,NA,8,2014,7,7,23,15,20,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57665,-3.40643,743631.051,313694.1412,Wester Essendy-1
1142,ROON2___20140707_231536,132,NA,8,2014,7,7,23,15,36,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.57655,-3.40642,743619.9087,313694.5274,Wester Essendy-1
1152,ROON2___20140707_231540,132,NA,8,2014,7,7,23,15,40,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.57653,-3.4064,743617.6575,313695.7104,Wester Essendy-1
1162,ROON2___20140707_231546,132,NA,8,2014,7,7,23,15,46,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57649,-3.4064,743613.2056,313695.6192,Wester Essendy-1
1172,ROON2___20140707_231551,132,NA,8,2014,7,7,23,15,51,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57647,-3.4064,743610.9796,313695.5736,Wester Essendy-1
1181,ROON2___20140707_231655,132,NA,8,2014,7,7,23,16,55,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.57622,-3.40638,743583.13,313696.2319,Wester Essendy-1
1191,ROON2___20140707_231846,132,NA,8,2014,7,7,23,18,46,0,NA,0,0,---,0,0,0,NA,14/07/2007,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57603,-3.40712,743562.9153,313650.3392,Wester Essendy-1
1103,ROON2_N_20140826_002850,132,NA,8,2014,8,26,0,28,50,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58009,-3.40637,744013.8402,313705.6738,Wester Essendy-2
280,ROON2_N_20140826_002903,132,NA,8,2014,8,26,0,29,3,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmNOISE,NA,                                                                         ,NA,1,NA,56.5801,-3.40637,744014.9532,313705.6966,Wester Essendy-2
350,ROON2_N_20140826_003041,132,NA,8,2014,8,26,0,30,41,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58047,-3.40635,744056.1083,313707.7691,Wester Essendy-2
436,ROON2_N_20140826_003329,132,NA,8,2014,8,26,0,33,29,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58043,-3.40483,744049.7439,313801.043,Wester Essendy-2
530,ROON2_N_20140826_003350,132,NA,8,2014,8,26,0,33,50,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58042,-3.40477,744048.5554,313804.7057,Wester Essendy-2
628,ROON2_N_20140826_003404,132,NA,8,2014,8,26,0,34,4,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58041,-3.40457,744047.191,313816.9678,Wester Essendy-2
720,ROON2_N_20140826_003410,132,NA,8,2014,8,26,0,34,10,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58039,-3.40453,744044.9147,313819.3792,Wester Essendy-2
819,ROON2_N_20140826_003505,132,NA,8,2014,8,26,0,35,5,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58035,-3.40383,744039.583,313862.2853,Wester Essendy-2
919,ROON2_N_20140826_003711,132,NA,8,2014,8,26,0,37,11,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58037,-3.40285,744040.5778,313922.5269,Wester Essendy-2
1019,ROON2_N_20140826_003722,132,NA,8,2014,8,26,0,37,22,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58037,-3.40285,744040.5778,313922.5269,Wester Essendy-2
1124,ROON2_N_20140826_003730,132,NA,8,2014,8,26,0,37,30,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58037,-3.40285,744040.5778,313922.5269,Wester Essendy-2
1218,ROON2_N_20140826_003735,132,NA,8,2014,8,26,0,37,35,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58037,-3.40285,744040.5778,313922.5269,Wester Essendy-2
1317,ROON2_N_20140826_003814,132,NA,8,2014,8,26,0,38,14,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmPIP,NA,                                                                         ,NA,1,NA,56.58059,-3.40252,744064.649,313943.2974,Wester Essendy-2
1417,ROON2_N_20140826_003856,132,NA,8,2014,8,26,0,38,56,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58038,-3.40238,744041.1007,313951.4192,Wester Essendy-2
1516,ROON2_N_20140826_010518,132,NA,8,2014,8,26,1,5,18,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.57763,-3.39933,743731.2065,314132.5226,Wester Essendy-2
1616,ROON2_N_20140826_012248,132,NA,8,2014,8,26,1,22,48,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmNOISE,NA,                                                                         ,NA,1,NA,56.57881,-3.40945,743875.2607,313513.5588,Wester Essendy-2
1716,ROON2_N_20140826_014008,132,NA,8,2014,8,26,1,40,8,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmNOISE,NA,                                                                         ,NA,1,NA,56.57595,-3.4067,743553.4825,313675.9579,Wester Essendy-2
1816,ROON2_N_20140826_014216,132,NA,8,2014,8,26,1,42,16,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmDUNNO,NA,                                                                         ,NA,,NA,56.57564,-3.40695,743519.295,313659.8926,Wester Essendy-2
1915,ROON2___20140826_002725,132,NA,8,2014,8,26,0,27,25,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.57981,-3.40637,743982.6768,313705.0351,Wester Essendy-2
2015,ROON2___20140826_002840,132,NA,8,2014,8,26,0,28,40,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58009,-3.40635,744013.8151,313706.9023,Wester Essendy-2
2120,ROON2___20140826_002924,132,NA,8,2014,8,26,0,29,24,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58011,-3.40637,744016.0662,313705.7194,Wester Essendy-2
2217,ROON2___20140826_002933,132,NA,8,2014,8,26,0,29,33,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOCCAL,NA,                                                                         ,NA,,NA,56.58011,-3.40638,744016.0788,313705.1052,Wester Essendy-2
22.1,ROON2___20140826_002933,132,NA,8,2014,8,26,0,29,33,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.58011,-3.40638,744016.0788,313705.1052,Wester Essendy-2
2315,ROON2___20140826_003334,132,NA,8,2014,8,26,0,33,34,0,NA,0,0,---,0,0,0,NA,14/08/2026,Wester Essendy,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.58043,-3.40483,744049.7439,313801.043,Wester Essendy-2
